body-site	gut	gut	gut	gut	gut	gut	gut	gut	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	tongue	tongue	tongue	tongue	tongue	tongue	tongue	tongue	tongue
subject	subject-1	subject-2	subject-2	subject-2	subject-2	subject-1	subject-1	subject-1	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2	subject-1	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2
k__Bacteria|p__Firmicutes|c__Bacilli|c__Bacilli_x__L4|c__Bacilli_x__L5|c__Bacilli_x__L6	0.0	0.0	0.0007351139426611125	0.001092896174863388	0.0	0.0	0.0	0.0	0.020854526958290945	0.05175558595531236	0.03037013603290098	0.01537496077816128	0.0	0.1945031712473573	0.13400758533501897	0.025678650036683785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae|g__Alicyclobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001271617497456765	0.0006839945280437756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|f__Bacillaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015688735487919673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01349231251961092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|f__Gemellaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003560528992878942	0.011171910624715002	0.0	0.005020395356134295	0.009681881051175657	0.0	0.012642225031605562	0.003668378576669112	0.013022002694207453	0.011666666666666667	0.00819252432155658	0.006628787878787879	0.01782178217821782	0.010602678571428572	0.0020417092022750475	0.006018054162487462	0.0014382281029771322
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004891171435558816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Alloiococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021141649048625794	0.026127265065318164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001780264496439471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|f__Carnobacteriaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002288911495422177	0.0047879616963064295	0.0	0.0	0.010472238688006322	0.0	0.0	0.002690144289557349	0.026493039964077234	0.015	0.011776753712237584	0.017045454545454544	0.011485148514851485	0.022879464285714284	0.005104273005687618	0.02106318956870612	0.00402703868833597
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037926675094816687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00815814245371823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|f__Lactobacillaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008891928864569083	0.0031635558367605187	0.0025101976780671476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003560528992878942	0.010259917920656635	0.0034799114204365706	0.005334170065892689	0.0	0.005637773079633545	0.01938474504846186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001017293997965412	0.0	0.0006327111673521037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002034587995930824	0.030551755585955312	0.0	0.005961719485409476	0.0	0.04580690627202255	0.011378002528445006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0	0.0	0.001470227885322225	0.000312256049960968	0.0	0.0005736576411197798	0.0	0.004263180332528066	0.09587995930824009	0.21272229822161423	0.039860803543182534	0.05051772827110135	0.1302114206678522	0.16208597603946442	0.19005478297513695	0.15774027879677183	0.1984732824427481	0.22333333333333333	0.12493599590373784	0.22679924242424243	0.12198019801980198	0.11439732142857142	0.060667930581887124	0.1216984286191909	0.0990939162951244
k__Bacteria|p__Firmicutes|c__Bacilli|o__Turicibacterales|f__Turicibacteraceae|g__Turicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0003811459789099225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|o__Clostridiales_x__L5|o__Clostridiales_x__L6	0.005136106831022085	0.006142677649029736	0.0	0.002966432474629196	0.004223227752639517	0.0018357044515832951	0.0033032651505526616	0.0049737103879494106	0.0	0.0006839945280437756	0.0	0.0006275494195167869	0.0	0.0014094432699083862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|o__Clostridiales_f__L5|o__Clostridiales_g__L6	0.0	0.002373307273488762	0.004655721636853712	0.0	0.0022624434389140274	0.0034419458467186783	0.0	0.0	0.003560528992878942	0.0031919744642042863	0.002530844669408415	0.0	0.0017783046828689982	0.0	0.0	0.003912937148447053	0.0	0.0	0.0	0.0014204545454545455	0.0	0.0011160714285714285	0.0008750182295464489	0.0020060180541624875	0.0017258737235725586
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|f__Christensenellaceae_g__L6	0.0	0.0	0.0	0.000468384074941452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|f__Clostridiaceae_g__L6	0.0	0.0	0.0	0.000936768149882904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	0.004750898818695429	0.0	0.002327860818426856	0.000936768149882904	0.0021116138763197585	0.0010325837540156035	0.0021598272138228943	0.0	0.0	0.0027359781121751026	0.006959822840873141	0.005961719485409476	0.0	0.0014094432699083862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|f__Lachnospiraceae_x__L6	0.020929635336415	0.020103308669551862	0.06897819161970105	0.11209992193598751	0.07496229260935143	0.04141808168884809	0.02858594841824419	0.010373738809151626	0.00254323499491353	0.001823985408116735	0.0006327111673521037	0.0006275494195167869	0.007113218731475993	0.0021141649048625794	0.0	0.002690144289557349	0.0	0.0	0.0	0.0	0.0	0.005580357142857143	0.007145982207962666	0.008525576730190571	0.011505824823817058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|f__Lachnospiraceae_g__L6	0.00423728813559322	0.003908976685746196	0.007718696397941681	0.00312256049960968	0.03167420814479638	0.022716842588343278	0.0012704865963664084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.0	0.0	0.0	0.0	0.0	0.0	0.0008893406174564859	0.0017052721330112265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.01938880328710837	0.00865559123272372	0.008453810340602793	0.004059328649492584	0.004374057315233786	0.03269848554382744	0.017659763689493076	0.00881057268722467	0.001780264496439471	0.0	0.0	0.004706620646375902	0.0	0.006342494714587738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013125273443196734	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000729181857955374	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium	0.004494093477144324	0.010191260644981152	0.00294045577064445	0.001405152224824356	0.0013574660633484162	0.005736576411197797	0.006987676280015246	0.017905357396617878	0.000508646998982706	0.0	0.0	0.0	0.0	0.0	0.0	0.0017119100024455857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.01335387776065742	0.001954488342873098	0.019235481499632442	0.003590944574551132	0.003167420814479638	0.02742083524552547	0.007877016897471731	0.005257922410117948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0.00423728813559322	0.0012564567918469914	0.0022053418279833373	0.002029664324746292	0.0	0.0025240936209270305	0.00304916783127938	0.0025579081995168395	0.0	0.0	0.004428978171464726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009119927040583675	0.0	0.0	0.0	0.0	0.0	0.00586940572267058	0.0	0.0	0.002560163850486431	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	0.08525937339496661	0.0018148820326678765	0.03491791227640284	0.046994535519125684	0.09773755656108597	0.07641119779715466	0.056790750857578454	0.0173369333522808	0.0	0.0	0.0	0.0	0.0	0.0014094432699083862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Moryella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007903576368306659	0.0	0.0	0.0017119100024455857	0.0	0.0038888888888888888	0.0030721966205837174	0.008049242424242424	0.0031683168316831685	0.0	0.0020417092022750475	0.0	0.0014382281029771322
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	0.0	0.006701102889850622	0.002327860818426856	0.004996096799375488	0.004223227752639517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012052953961667655	0.0	0.0	0.00586940572267058	0.009878760664571173	0.005555555555555556	0.007680491551459293	0.011837121212121212	0.005544554455445544	0.009486607142857142	0.01720869184774683	0.00986292209963223	0.004314684308931396
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0.03222907036466358	0.02638559262878682	0.04864003920607694	0.03263075722092115	0.044947209653092006	0.014570904084442405	0.03811459789099225	0.01875799346312349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Ruminococcus	0.001926040061633282	0.0	0.002450379808870375	0.003590944574551132	0.0	0.001950435979807251	0.002922119171642739	0.0007105300554213443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia	0.0	0.0	0.0030629747610879687	0.0	0.0	0.002179899036255163	0.000762291957819845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007336757153338225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g___Ruminococcus_	0.0011556240369799693	0.007957559681697613	0.0	0.0	0.0027149321266968325	0.0	0.0013975352560030492	0.0027000142106011083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000508646998982706	0.0	0.0009490667510281556	0.0	0.0	0.0	0.0	0.0007336757153338225	0.0	0.0	0.0	0.0	0.0	0.0	0.0010208546011375237	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|f__Peptostreptococcaceae_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012550988390335738	0.0015807152736613318	0.0	0.0	0.00293470286133529	0.0	0.0	0.0	0.0	0.0	0.0011160714285714285	0.002625054688639347	0.001671681711802073	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012654223347042075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031792614331132307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|f__Ruminococcaceae_x__L6	0.0	0.008934803853134162	0.004165645675079637	0.011241217798594848	0.016289592760180997	0.0029830197338228544	0.0016516325752763308	0.0004263180332528066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|f__Ruminococcaceae_g__L6	0.0	0.002373307273488762	0.013354569958343544	0.002185792349726776	0.0	0.0014915098669114272	0.0024139245330961757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.11684643040575243	0.09926008655591233	0.06236216613575104	0.039032006245121	0.08521870286576169	0.07950894905920147	0.11510608563079659	0.018331675429870683	0.0	0.0013679890560875513	0.006327111673521037	0.0037652965171007216	0.0	0.009161381254404511	0.004214075010535188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger	0.0	0.0	0.01274197500612595	0.0078064012490242	0.007088989441930618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Oscillospira	0.00963020030816641	0.03922937316766718	0.024626317079147267	0.040749414519906324	0.029411764705882353	0.01525929325378614	0.012704865963664084	0.012931647008668466	0.001780264496439471	0.0	0.0	0.0	0.0	0.0014094432699083862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.0032100667693888032	0.001535669412257434	0.009433962264150943	0.025917252146760345	0.02473604826546003	0.020766406608536025	0.0	0.0012789540997584197	0.000508646998982706	0.0	0.0	0.0	0.0	0.0035236081747709656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	0.0	0.002652519893899204	0.0	0.0	0.0006033182503770739	0.0006883891693437356	0.0011434379367297675	0.002131590166264033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|f__Veillonellaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007825874296894107	0.0	0.0	0.0035842293906810036	0.0	0.0	0.0	0.0	0.0	0.003164101826549691
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|f__Veillonellaceae_g__L6	0.0	0.0	0.0	0.0	0.0	0.0008031206975676916	0.0008893406174564859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Dialister	0.001027221366204417	0.001535669412257434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008070432868672046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00506168933881683	0.0034515218073423283	0.0	0.0	0.004635482511588706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034238200048911714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Phascolarctobacterium	0.01874678993323061	0.03392433337986877	0.017152658662092625	0.01483216237314598	0.01282051282051282	0.05507113354749885	0.019438444924406047	0.07616882194116811	0.0	0.0	0.0	0.0	0.0	0.0035236081747709656	0.0012642225031605564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Schwartzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006603081438004402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022743947175348497	0.0	0.0	0.0	0.0	0.0	0.0	0.0013125273443196734	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella	0.0	0.0	0.0008576329331046312	0.0	0.0	0.0	0.0	0.0	0.009409969481180062	0.018923848609211126	0.0	0.004079071226859115	0.05868405453467694	0.0	0.008849557522123894	0.02739056003912937	0.06466097889537495	0.05611111111111111	0.1443932411674347	0.06723484848484848	0.05821782178217822	0.0546875	0.04754265713869039	0.04563691073219659	0.07320581044153603
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Acidaminobacteraceae_|f___Acidaminobacteraceae__g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001467351430667645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Mogibacteriaceae_|f___Mogibacteriaceae__g__L6	0.0	0.0	0.000490075961774075	0.00078064012490242	0.00045248868778280545	0.0	0.0	0.0	0.000508646998982706	0.0	0.0	0.0012550988390335738	0.0015807152736613318	0.0	0.0	0.00880410858400587	0.0	0.0	0.0035842293906810036	0.0	0.0039603960396039604	0.0	0.0011666909727285986	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Mogibacteriaceae_|g__Mogibacterium	0.0	0.00027921262041044257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002445585717779408	0.0	0.0	0.0035842293906810036	0.001893939393939394	0.0	0.0	0.00043750911477322444	0.0008358408559010365	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|f___Tissierellaceae__g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006275494195167869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|g__1_68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254323499491353	0.0	0.0	0.0015688735487919673	0.0	0.0	0.0	0.001467351430667645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|g__Anaerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03535096642929807	0.0392156862745098	0.013286934514394179	0.009413241292751805	0.0013831258644536654	0.03241719520789288	0.04677623261694058	0.010760577158229395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|g__Finegoldia	0.0	0.001535669412257434	0.0	0.0	0.0	0.0	0.0	0.0	0.018311291963377416	0.005927952576379389	0.004428978171464726	0.005020395356134295	0.0021734835012843312	0.030303030303030304	0.018541930046354824	0.010760577158229395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|g__Helcococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001271617497456765	0.0006839945280437756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003051881993896236	0.002051983584131327	0.0009490667510281556	0.0025101976780671476	0.0	0.004933051444679351	0.002107037505267594	0.014184397163120567	0.000898069151324652	0.0	0.0	0.000946969696969697	0.005148514851485149	0.0	0.00029167274318214965	0.0006686726847208291	0.0010067596720839925
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|g__Peptoniphilus	0.0	0.0011168504816417703	0.0	0.0	0.0	0.0	0.0	0.0	0.026703967446592064	0.010715914272685818	0.009807023093957609	0.004079071226859115	0.0007903576368306659	0.05144467935165609	0.025705857564264644	0.008314991440449988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|g__WAL_1855D	0.0007704160246533128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003051881993896236	0.00045599635202918376	0.0009490667510281556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f___Tissierellaceae_|g__ph2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007751937984496124	0.0	0.001222792858889704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__OPB54|o__OPB54_f__L5|o__OPB54_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006275494195167869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|f__Erysipelotrichaceae_g__L6	0.00423728813559322	0.0	0.0050232786081842685	0.001873536299765808	0.0012066365007541479	0.005392381826525929	0.008639308855291577	0.0	0.000508646998982706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
